,userId,movieId,rating
59555,387,2022,3.5
82641,525,500,3.5
2293,19,92,2.0
33071,226,180,5.0
1351,12,6942,5.0
99450,608,8798,4.0
531,5,266,1.0
30378,212,54995,4.0
102,1,1587,5.0
57674,380,36525,3.0
68879,448,1396,4.0
90471,588,590,3.0
34024,232,2797,3.5
54375,357,4091,3.5
40987,276,135,4.0
51433,332,1590,2.5
20569,135,3476,4.0
87188,562,2858,5.0
20895,139,3578,2.5
13695,89,7297,3.5
79077,489,72731,3.0
65229,418,1552,0.5
75186,474,53953,3.5
76387,480,1257,4.0
65197,417,109487,3.5
60110,387,8387,0.5
90574,590,508,4.0
3476,21,68954,4.5
94848,599,91094,2.0
15347,100,932,4.0
80426,509,1281,4.5
90651,590,1089,4.0
54182,357,597,4.0
28370,198,441,4.0
33912,232,260,4.5
41146,279,44191,4.0
51798,334,60397,2.5
95270,600,1084,3.5
100288,610,56145,4.5
2157,18,76175,2.5
89782,581,59315,4.0
76045,478,34048,2.0
10562,68,1228,2.0
29968,207,2021,4.0
25649,177,67734,2.0
5634,40,410,3.0
89993,585,428,5.0
87305,562,82041,4.5
96772,603,2918,4.0
77443,483,2054,2.5
36357,248,122912,4.0
62005,410,4321,5.0
42825,288,3751,3.0
58625,382,2078,4.5
88882,573,33794,4.5
33540,226,55269,3.0
90922,590,3334,3.5
46457,305,88140,3.0
40369,274,51091,4.0
16923,105,173351,5.0
54544,358,87028,2.0
76521,480,2664,3.0
3722,22,7438,5.0
85130,553,431,4.0
84103,535,2580,3.0
42598,288,2462,3.0
73272,474,802,2.0
90667,590,1203,5.0
3008,20,1013,4.0
20595,135,4084,3.0
91140,590,8965,3.0
70154,448,103755,2.5
37087,249,82053,3.0
497,4,4121,4.0
94553,599,44974,3.0
55701,368,2529,3.0
98483,607,36,4.0
9632,64,2064,4.0
85439,555,1225,4.0
90261,587,58,5.0
22151,147,5,4.5
42531,288,2243,3.0
44119,294,1270,3.0
70508,448,164375,1.5
87487,563,94325,4.0
36377,249,20,3.5
76037,478,2987,2.5
32852,223,593,2.5
98353,606,31973,3.5
47888,309,3101,2.5
1819,18,555,4.0
69972,448,89087,2.0
75442,477,223,4.0
32621,222,784,2.5
88777,573,2617,5.0
42114,288,1,4.5
44533,297,1732,5.0
46078,305,2000,4.0
98878,608,1265,3.5
69852,448,74795,3.0
20264,132,68954,3.5
71390,458,380,3.0
100695,610,112290,5.0
7080,48,2797,4.0
47285,307,4749,0.5
58453,381,37857,3.5
41599,282,4022,4.0
100470,610,81229,3.0
77196,482,8636,5.0
76537,480,2788,4.0
88280,570,780,3.5
85334,555,344,4.0
26656,182,3639,4.0
65484,420,1721,4.0
83808,534,45186,4.0
79617,495,6539,2.5
32671,222,2379,2.5
77893,483,94070,4.0
91608,594,2196,5.0
89193,577,2639,3.0
23931,166,1961,4.0
41867,286,337,3.0
33951,232,1073,4.0
78476,489,17,4.5
31271,217,2174,4.0
59354,387,940,2.5
29108,200,4270,3.5
74883,474,8302,3.5
16360,105,3967,4.0
11875,73,48414,3.0
96873,603,3344,4.0
74806,474,7414,2.5
32666,222,2194,3.0
34055,232,3897,4.0
15984,104,838,4.0
62879,414,1656,4.0
31001,217,608,5.0
80538,509,6297,3.5
69023,448,2383,2.0
29148,200,6333,4.0
48988,318,29,3.5
68838,448,1223,4.0
54701,361,4246,3.5
19748,129,3793,4.0
73122,474,57,3.0
87823,567,2232,1.0
100339,610,61240,5.0
90017,585,3246,4.0
80450,509,2081,3.5
23888,166,597,3.5
21786,141,5459,3.0
37778,256,4388,3.0
75163,474,49274,3.5
11898,73,60126,3.5
14180,91,344,3.0
37767,256,4018,4.0
93651,599,3398,3.0
91645,594,4069,5.0
15502,101,3578,4.0
48708,314,1391,4.0
20138,132,4741,3.0
14886,95,480,3.5
67089,434,110,4.5
78988,489,30816,3.5
33834,230,5502,4.0
95828,600,41566,1.0
45661,302,458,3.0
82985,525,62434,3.5
50163,323,109487,3.5
61506,405,27664,3.5
75623,477,2053,3.0
70883,453,527,3.0
4371,28,2858,4.0
98456,606,56333,3.5
11113,68,6618,3.0
58455,381,41566,4.0
38259,263,457,4.0
66376,428,168,2.0
8149,57,858,5.0
43301,290,1250,5.0
19477,125,110882,4.5
76647,480,4022,4.5
22453,153,1356,0.5
25864,178,5995,4.5
65674,422,2908,3.0
19744,129,3578,4.5
23536,160,2717,4.0
90266,587,236,5.0
34586,232,52328,3.0
77056,480,49530,4.5
48634,314,316,2.0
3790,23,300,3.0
70600,450,3948,4.0
47225,307,4002,2.5
5103,33,1059,4.0
97943,606,3978,3.5
8915,62,31658,3.5
94306,599,8387,1.0
5832,41,81845,3.0
39798,274,3623,2.0
70410,448,139642,3.0
11465,68,68358,4.0
52104,339,3471,4.0
23512,160,2467,3.0
11016,68,4776,4.5
3209,20,6143,4.0
2895,19,3395,3.0
99009,608,2117,4.5
40439,274,57640,3.5
33407,226,5481,4.0
50415,325,3994,4.0
6597,45,1246,5.0
96181,603,319,3.0
73313,474,932,1.5
71815,462,5955,3.5
32411,221,2176,4.0
32559,221,25773,4.0
86195,560,1917,3.0
51721,334,4027,4.0
21282,140,1961,4.0
35308,239,32,5.0
46310,305,54259,4.0
63321,414,3101,4.0
73499,474,1356,5.0
85764,555,3243,2.0
60603,391,1968,4.0
63892,414,5256,2.5
9765,64,4022,3.5
75027,474,27834,4.0
35372,239,1221,5.0
77542,483,3147,3.5
33196,226,1544,1.5
14656,91,6857,5.0
12352,76,40815,3.0
10061,66,1197,4.0
4005,24,119145,4.0
61708,408,134130,4.0
26499,182,2572,4.0
26591,182,3158,4.0
2173,18,85414,3.5
17252,110,8014,4.0
36917,249,54272,4.0
28104,195,300,4.0
14758,93,736,4.0
12853,82,3753,4.0
87210,562,3825,4.0
83401,528,88125,1.0
16553,105,30803,4.0
61496,405,8254,4.0
21662,140,36529,3.0
87538,564,1270,4.0
42416,288,1784,3.5
6393,43,484,5.0
56006,370,380,4.0
8887,62,6564,3.5
63878,414,5170,2.0
47528,307,30848,2.5
66053,425,2407,3.0
54409,357,6155,3.0
37522,253,2064,4.0
39045,269,648,3.0
5444,38,555,2.0
36034,246,3863,5.0
64118,414,6314,2.0
45261,298,80166,0.5
52275,339,77177,4.0
42950,288,5267,3.5
57572,380,7846,3.5
17237,110,2788,4.5
38504,265,36,4.0
5785,41,35836,4.0
86693,561,1544,2.5
55145,365,132800,1.5
81439,514,124484,3.0
56934,380,367,5.0
91941,596,6769,3.0
94893,599,96737,3.5
63714,414,4516,2.0
20566,135,3358,4.0
87037,561,99114,3.0
78487,489,70,2.0
64924,414,127130,4.0
72516,469,780,2.0
10251,66,5459,2.0
18970,122,6502,5.0
1462,15,1347,3.0
99017,608,2142,2.0
5106,33,1177,3.0
48394,313,2001,3.0
50224,325,329,3.0
85120,553,16,5.0
65120,416,4973,4.0
81539,517,158,2.0
48776,316,3623,1.5
80279,505,7387,5.0
84480,542,5299,5.0
943,7,4643,1.0
9371,63,54259,3.5
9633,64,2078,4.0
61212,401,2291,3.5
97528,606,1066,4.0
90583,590,585,2.0
65458,420,364,4.5
99376,608,6378,4.5
66861,432,1721,4.0
15099,96,2396,4.0
4138,27,2054,4.0
46963,307,1409,0.5
84725,547,2194,3.0
22491,153,4848,2.5
39310,274,410,2.5
73651,474,1996,1.0
83265,527,2366,3.0
1219,10,81845,5.0
25220,177,2918,4.0
98734,608,355,2.0
98933,608,1625,4.0
17261,111,34,2.5
94219,599,7004,3.5
95428,600,2145,3.5
29862,204,6874,4.5
63252,414,2867,3.0
82110,520,4677,4.0
51467,332,2571,5.0
2105,18,55290,4.5
30309,212,2571,3.0
91397,593,141,4.0
62927,414,1870,3.0
61050,396,6377,4.5
24326,169,11,4.0
6048,42,1552,3.0
55596,368,1617,4.0
40393,274,53519,1.5
96820,603,3090,4.0
26828,182,4848,5.0
38689,266,353,5.0
16159,104,32300,3.0
16382,105,4308,3.5
35859,244,151,5.0
19403,125,74789,2.0
39326,274,541,2.5
95155,600,317,0.5
63346,414,3186,3.0
4124,27,1580,3.0
85283,554,2804,4.0
54286,357,1956,4.0
7580,51,2371,3.5
4894,31,648,5.0
1762,17,60069,3.5
53895,356,1370,4.0
6439,44,104,4.0
75352,475,152081,4.5
31484,217,3497,2.0
52165,339,7347,4.0
96645,603,2377,1.0
89127,577,1287,5.0
70268,448,114601,2.0
48830,317,1247,5.0
60948,394,339,3.0
21682,140,47099,3.5
100006,610,7143,3.5
32576,221,30846,3.5
49023,318,527,4.0
8700,59,2160,5.0
2814,19,2857,3.0
27318,186,379,4.0
30317,212,3578,3.0
90645,590,1035,4.5
48731,315,2085,3.0
63700,414,4452,2.0
49795,318,121169,3.5
72796,469,2729,4.0
91682,594,6659,2.0
68716,448,428,3.0
4589,28,33794,4.5
70918,453,1240,4.0
17308,111,1676,2.0
10813,68,2804,2.0
76111,479,2100,2.0
15299,99,592,4.0
69939,448,86028,2.0
15975,104,616,3.0
61619,408,5952,5.0
9119,62,136020,4.5
48808,317,293,5.0
62292,413,99114,4.5
61744,409,1197,5.0
5994,42,1042,2.0
11605,68,122882,5.0
27387,186,1375,4.0
26709,182,3949,4.0
3529,21,94777,4.0
38658,265,3791,3.0
38791,266,2194,5.0
71309,457,1197,5.0
74070,474,3448,3.0
1341,12,2421,3.0
60113,387,8507,3.0
95754,600,7293,3.0
34872,233,79132,3.5
70947,453,1682,5.0
61197,400,164179,4.5
24178,167,5014,4.5
87684,564,155509,2.0
61940,410,2769,4.0
35227,237,2628,2.5
99878,610,5026,4.5
7054,47,161582,3.5
40446,274,58870,3.0
45646,302,21,4.0
87946,567,80463,3.5
66474,428,1918,2.0
99140,608,3268,2.0
90505,589,586,3.0
27149,184,77561,3.0
3506,21,81564,2.5
16436,105,5791,4.0
99715,610,3285,3.5
92094,596,114028,4.0
30570,213,39446,2.5
55123,365,111113,4.0
25563,177,50685,4.0
64907,414,115210,4.0
97172,605,837,3.0
85693,555,2672,3.0
15475,101,2700,4.0
95603,600,3793,3.0
32131,220,2359,3.5
29598,202,2000,4.0
29294,201,593,5.0
22866,156,1689,3.0
77273,483,357,3.5
31173,217,1645,3.0
20945,139,5881,0.5
40555,274,79132,5.0
28445,198,1711,3.0
66149,425,6953,3.5
92490,597,2405,4.0
43890,292,96121,1.0
25025,177,1036,4.0
95049,599,158874,3.0
26846,182,4954,4.0
89410,580,1222,5.0
27954,191,159,1.0
37910,257,1304,2.5
43181,289,1917,3.0
36846,249,43936,3.0
52630,344,5418,4.0
19174,123,112852,4.0
76553,480,2987,4.0
90926,590,3363,3.5
15552,102,480,3.0
46737,307,16,4.5
10510,68,912,4.5
28207,195,2858,4.0
67241,434,5502,2.5
55011,365,50872,2.5
16695,105,72998,4.0
36326,248,500,3.0
65989,425,1249,4.0
52972,348,5952,5.0
81703,517,2421,0.5
41859,286,47,5.0
67294,434,56367,3.5
2682,19,2139,3.0
32937,224,1721,5.0
34142,232,5418,4.0
16122,104,6169,3.0
68706,448,357,3.0
21028,139,59784,2.5
62296,414,3,4.0
41944,286,4995,5.0
61953,410,3089,4.0
149,1,2353,5.0
8997,62,71106,4.5
8125,57,648,4.0
67177,434,2028,5.0
56180,372,296,4.0
17211,110,232,3.5
16989,107,253,4.0
19416,125,80549,3.5
44542,298,110,3.0
15298,99,588,5.0
77019,480,45442,3.5
86770,561,2641,4.0
70202,448,108932,4.0
10518,68,1019,2.0
70225,448,110730,1.5
13794,89,68793,4.0
87360,563,3791,3.0
41954,286,6377,5.0
13366,84,1414,4.0
71295,456,1167,4.0
49762,318,106920,3.0
3896,23,7932,3.0
6616,45,1390,2.0
5587,40,203,5.0
74822,474,7646,2.0
76135,479,2694,3.0
21646,140,31225,3.0
1132,10,2762,0.5
72147,464,55820,3.0
34029,232,2959,4.5
8346,57,2140,4.0
88645,572,2406,3.0
76996,480,41716,4.0
40365,274,50794,3.0
5625,40,351,4.0
69946,448,86593,2.5
7904,52,122886,5.0
40803,275,2819,5.0
59252,387,125,2.5
85230,554,1035,5.0
80684,509,59315,3.0
98261,606,7767,5.0
64081,414,6162,3.5
30491,212,152970,4.5
514,4,4902,4.0
60662,391,2731,4.0
81680,517,2054,1.5
54354,357,3252,3.5
21559,140,5791,3.0
89384,580,1036,4.0
92776,599,368,2.5
37065,249,79139,3.5
14023,89,149566,5.0
1628,16,2490,3.0
91566,594,1208,3.0
33478,226,8464,3.5
84568,543,4226,5.0
5118,33,1393,4.0
6181,42,2906,4.0
22710,156,344,3.0
7820,52,35836,4.5
74939,474,8711,3.0
28638,199,969,4.0
90759,590,1717,2.0
43235,290,750,5.0
99824,610,4368,2.0
18933,122,3499,4.5
56294,372,1219,3.0
68894,448,1544,2.0
61813,409,3174,3.0
38673,266,45,2.0
70613,451,25,5.0
3371,21,5459,4.5
17103,109,150,3.0
64690,414,58162,3.5
57376,380,4367,4.0
38776,266,1883,1.0
1978,18,4995,4.5
45857,304,1370,4.0
54025,356,6378,4.0
23848,165,5528,3.0
73317,474,936,4.0
75111,474,43376,5.0
91425,593,1196,5.0
4474,28,5445,3.5
23781,164,1573,3.0
93105,599,1377,4.5
43254,290,919,5.0
91704,594,7345,4.0
95540,600,2926,4.0
57208,380,2641,3.5
11933,73,78499,5.0
38918,268,719,3.0
26385,182,1748,4.5
4444,28,4226,3.5
99915,610,5504,3.0
62327,414,57,3.0
50677,328,111,2.0
100263,610,54372,3.5
94389,599,26686,1.0
1000,7,31878,3.5
43706,292,4085,3.5
86644,561,1089,3.5
90729,590,1380,3.0
75359,476,13,3.0
92618,598,110771,2.0
38253,263,318,5.0
42206,288,733,3.0
14297,91,1219,5.0
59913,387,5255,1.5
50640,327,1923,5.0
9073,62,111360,4.0
30735,216,594,4.0
9967,65,64614,4.5
12976,83,1206,4.0
11721,70,37741,4.5
83123,526,1295,4.0
36044,246,4720,5.0
58901,384,457,4.0
82028,520,1301,4.0
38983,268,2109,4.0
17996,113,838,4.0
69304,448,4153,2.0
3571,21,106540,2.5
3403,21,8665,4.0
77844,483,76077,4.0
90082,586,1374,5.0
77762,483,45447,3.0
27706,187,6975,4.5
33034,225,2858,3.0
28780,199,2791,5.0
23916,166,1265,4.0
19990,132,914,3.0
80543,509,6377,3.5
67463,437,9,3.0
56472,374,296,5.0
73293,474,910,4.0
20455,135,1610,3.0
33471,226,7448,2.5
76593,480,3499,3.0
24408,169,1682,5.0
83169,526,176413,4.5
82330,522,44191,4.5
21659,140,34334,2.5
41310,280,3146,2.0
11636,69,1266,5.0
89150,577,1954,4.0
66092,425,3623,3.0
92383,597,1687,2.0
7305,50,81018,3.0
79860,498,296,4.0
79155,490,4993,3.5
4824,29,26554,4.0
1710,17,1234,4.0
61123,399,296,5.0
80094,503,1207,4.0
93468,599,2625,1.5
8246,57,1370,2.0
59437,387,1251,4.5
68406,444,480,3.0
15759,103,4262,5.0
27275,185,1767,4.0
77033,480,46578,5.0
46388,305,68237,4.0
28760,199,2396,4.0
41689,282,79132,4.5
48944,317,81158,3.0
33860,230,35836,4.0
61515,405,49932,5.0
56753,377,6021,5.0
85743,555,3016,4.0
59404,387,1206,5.0
80883,510,1393,3.5
27763,187,33493,2.5
1533,15,84954,4.5
38988,268,2182,2.0
41236,279,160438,2.0
24334,169,150,4.5
43694,292,3946,1.0
48052,312,912,5.0
81672,517,2002,1.5
88492,571,2644,4.0
11671,70,376,1.5
85727,555,2900,3.0
6698,45,2431,5.0
12428,78,589,4.5
19857,131,296,4.0
32448,221,3039,4.0
9481,64,370,2.0
49476,318,55247,4.5
70049,448,95167,3.0
61045,396,3052,3.5
91279,591,2995,1.0
42871,288,4002,4.0
76210,479,5309,2.0
28147,195,1392,4.0
93274,599,1994,2.5
92283,597,1172,5.0
19739,129,2987,4.0
80393,509,551,4.0
82442,523,8970,5.0
63670,414,4326,3.0
46543,305,111759,3.5
69354,448,4487,1.0
27315,186,329,4.0
56737,377,4294,5.0
92871,599,592,3.5
85198,553,55820,4.0
51124,330,2871,4.0
45895,304,1688,4.0
29400,202,293,5.0
36162,246,89753,5.0
15735,103,3160,5.0
33652,228,836,3.5
9330,63,6874,3.5
50235,325,532,3.0
12825,82,2380,3.0
7009,47,68932,3.5
79000,489,35836,3.0
51847,336,293,5.0
15224,98,88810,4.0
7586,51,2391,4.5
76878,480,8861,2.0
26503,182,2600,4.5
78124,484,4989,4.0
32278,221,456,4.5
71324,457,2572,4.0
79506,495,160,3.0
34384,232,32298,3.0
49306,318,6867,4.0
42448,288,2002,2.0
96658,603,2427,3.0
64236,414,7139,4.0
70522,449,293,4.0
470,4,3255,4.0
43707,292,4102,2.0
54259,357,1361,4.0
71306,457,733,5.0
95711,600,5879,0.5
29917,205,5816,3.5
68739,448,541,4.0
23544,160,2806,1.0
2656,19,2046,2.0
89666,580,7834,0.5
50164,323,110102,1.5
54161,357,474,4.0
11558,68,90576,4.5
18476,117,647,3.0
51707,334,2706,3.5
9321,63,5952,3.5
75672,477,2567,3.5
75107,474,42018,3.5
42316,288,1258,3.0
82292,522,3578,4.0
90885,590,2940,4.0
80302,506,52973,3.5
71459,460,3831,4.5
20013,132,1249,3.0
5699,41,1732,4.0
87117,562,1214,4.5
91659,594,5105,0.5
74341,474,4798,3.5
81679,517,2053,0.5
6753,45,3175,3.0
60209,387,46578,3.5
76855,480,7618,3.5
8164,57,922,4.0
65884,425,2,3.0
21163,140,648,4.0
41583,282,3254,4.0
7602,51,2605,4.0
63902,414,5291,4.0
94579,599,47382,2.0
81991,520,329,3.5
57571,380,7845,4.0
944,7,4700,1.5
71235,455,420,3.0
99544,610,112,4.0
14356,91,1584,3.0
22745,156,848,4.0
91020,590,4677,3.5
33381,226,4886,4.0
97556,606,1198,3.5
54072,356,41569,2.5
93987,599,5069,2.5
85345,555,419,5.0
22783,156,1080,2.5
49312,318,7064,3.5
29804,203,3671,2.5
62458,414,364,4.0
29443,202,596,4.0
49432,318,45728,4.0
79373,492,810,3.0
100443,610,77931,4.0
16820,105,112290,4.0
7235,50,7438,3.5
94640,599,55207,3.0
4579,28,31116,3.0
46706,306,136016,4.5
63154,414,2482,3.0
52213,339,50068,4.5
83112,525,164540,3.5
55177,365,160954,1.5
43776,292,45517,4.0
64835,414,88129,5.0
57630,380,30707,5.0
21869,142,231,3.0
59650,387,2726,3.0
54036,356,7137,4.0
52621,344,4034,2.0
34740,232,72733,3.0
82319,522,8784,2.0
1205,10,71579,5.0
79356,492,748,4.0
2361,19,434,3.0
83187,527,609,4.0
12925,82,6537,4.5
87923,567,65802,0.5
73118,474,46,3.0
96042,602,356,3.0
99262,608,4448,4.5
89476,580,2186,0.5
48266,313,367,2.0
29136,200,5418,4.0
82234,522,1036,4.0
45962,305,296,5.0
75867,477,7361,4.0
91326,592,204,3.0
28579,199,50,4.0
82507,524,173,1.0
17456,111,6365,1.0
28171,195,1961,4.0
14677,91,8016,3.5
14799,93,2193,5.0
12373,76,72129,4.5
78979,489,8957,0.5
37541,253,6985,4.0
44864,298,5505,1.5
47783,308,6934,3.0
37807,256,6934,3.5
75208,475,588,5.0
10423,68,318,3.0
74635,474,6614,2.5
34744,232,76251,4.5
72247,465,2762,5.0
62129,411,590,5.0
32010,219,53996,4.0
66690,429,270,5.0
40707,275,1449,3.0
80649,509,47099,2.5
54904,365,180,0.5
12129,74,6993,5.0
6494,45,110,5.0
23247,160,158,3.0
54775,362,1221,5.0
1890,18,1544,3.5
80944,510,34405,0.5
88340,570,1961,3.5
81440,514,128360,3.0
98750,608,420,2.5
34030,232,3114,3.0
72991,470,719,3.0
52173,339,8529,4.0
5916,42,292,3.0
44605,298,1215,3.0
100007,610,7147,4.0
70699,452,1343,5.0
14623,91,5679,4.0
24652,171,260,4.0
75722,477,3421,5.0
96482,603,1533,4.0
29960,206,1356,4.0
52880,347,1,5.0
95490,600,2572,3.0
10037,66,903,4.5
13558,89,788,2.5
17218,110,909,4.0
89642,580,6934,5.0
90575,590,520,3.0
94732,599,71810,0.5
82073,520,2701,2.5
87342,563,1367,3.0
40993,276,356,5.0
96736,603,2735,1.0
61420,405,208,4.0
42079,287,5378,1.0
67410,436,415,3.0
55591,368,1598,2.0
9796,64,4773,3.0
90135,586,8665,5.0
32183,220,5816,4.5
96163,603,260,4.0
16422,105,5378,4.0
16077,104,4018,3.5
89421,580,1266,4.0
49596,318,72998,3.5
94320,599,8623,2.0
74170,474,3948,3.5
23981,166,4993,3.5
56636,376,5418,5.0
83427,529,733,5.0
74504,474,5826,3.5
72599,469,1252,5.0
18451,117,524,3.0
30843,216,3300,4.0
99427,608,7439,5.0
31150,217,1573,2.0
78992,489,32587,3.0
60130,387,8928,3.0
74374,474,4967,3.5
8992,62,68848,4.0
99545,610,153,3.0
66819,432,367,2.5
32970,225,104,5.0
10457,68,508,3.0
1939,18,2706,3.5
26708,182,3948,1.5
83215,527,1259,4.0
64310,414,8371,3.0
70280,448,115617,4.0
33216,226,1961,4.0
10555,68,1213,3.5
62491,414,444,2.0
53799,354,48516,4.0
68454,445,4427,3.5
68723,448,454,3.0
98723,608,296,5.0
91867,596,3114,3.5
99751,610,3727,4.0
1426,14,552,3.0
21189,140,1015,4.0
43618,292,2628,4.0
4114,27,1262,5.0
82069,520,2600,3.5
17217,110,778,3.5
75680,477,2664,4.0
54417,357,6593,4.0
64025,414,5812,3.5
93488,599,2709,2.5
44986,298,8641,4.0
38061,260,3893,3.5
90741,590,1552,3.0
21081,139,122886,4.0
14461,91,2723,3.5
41482,282,588,4.5
86988,561,71535,4.5
49757,318,106487,4.0
17033,108,3072,3.0
14705,92,2087,4.5
4900,31,788,2.0
2679,19,2133,3.0
53425,352,91485,2.5
62513,414,493,4.0
10011,66,480,3.0
77336,483,1028,4.5
52514,342,3203,3.0
92357,597,1517,5.0
46456,305,88129,4.0
93091,599,1351,2.0
12870,82,4306,4.0
4195,28,16,2.5
46089,305,2232,5.0
13919,89,116718,3.5
55733,368,2816,1.0
23877,166,353,4.0
40057,274,6503,0.5
43045,288,8376,4.0
15073,96,1200,5.0
84796,550,102125,4.0
75321,475,87232,3.5
35621,240,253,5.0
60481,391,923,5.0
84025,534,104129,4.5
44175,294,1884,5.0
16433,105,5690,5.0
89647,580,6989,3.5
41009,276,783,5.0
73714,474,2141,2.0
51520,332,4887,2.5
23798,164,4440,5.0
21495,140,4886,4.0
2785,19,2694,2.0
51641,333,3617,1.0
98860,608,1193,3.5
99298,608,4963,4.5
13854,89,88785,2.0
71592,462,910,3.5
100162,610,40148,3.0
99795,610,4016,3.5
1891,18,1580,3.5
17213,110,374,1.0
98044,606,4936,4.0
12314,76,2502,4.0
1959,18,3896,4.0
87279,562,53519,3.0
36123,246,60684,5.0
28368,198,365,3.0
14936,95,2085,4.0
30621,214,1363,3.0
55942,369,2918,3.5
77480,483,2420,4.0
64556,414,48161,3.0
37828,256,39183,2.0
10385,68,104,4.5
96243,603,590,3.0
28296,196,44665,4.0
60635,391,2396,4.0
80745,509,80586,4.5
4445,28,4238,2.5
1237,10,97024,0.5
65723,423,104,3.0
24220,167,41566,4.0
93873,599,4477,1.5
47778,308,5952,4.0
8955,62,52722,4.0
12188,74,55814,3.5
69603,448,8361,2.0
34278,232,7440,2.5
35544,239,44665,5.0
357,4,920,5.0
65039,415,2329,4.0
34179,232,6014,3.0
66418,428,762,1.5
53742,354,4447,3.5
86141,560,316,4.0
66234,426,5014,3.5
99949,610,6250,3.0
84516,542,34319,4.0
81307,514,4002,3.5
43453,290,3713,4.0
51816,335,380,4.5
98929,608,1610,3.0
11559,68,91094,3.0
78345,487,56367,4.0
98445,606,53127,3.5
75089,474,39292,4.0
59753,387,3527,3.5
44074,294,810,1.0
18382,117,165,3.0
57483,380,6196,4.0
42758,288,3317,4.5
100191,610,45186,4.0
41430,280,91077,4.5
48908,317,51540,4.0
73355,474,1025,3.0
71652,462,1346,1.5
27344,186,916,5.0
9179,63,377,2.5
66725,430,858,4.0
70244,448,112303,1.5
24257,168,1213,5.0
50941,329,1732,0.5
46702,306,133419,4.0
84302,540,2567,3.0
81464,514,180263,2.0
57517,380,6721,3.0
21020,139,55118,3.0
20463,135,1690,3.0
91342,592,329,3.0
59821,387,4191,4.0
65944,425,590,4.0
72231,465,1944,4.0
60910,393,68237,5.0
89398,580,1198,4.5
13924,89,117590,4.0
30334,212,5971,4.0
55108,365,104241,4.0
97069,604,158,4.0
8030,56,589,4.0
79121,490,186,2.0
95559,600,3093,3.5
41802,284,442,4.0
84805,550,134130,4.0
51224,331,4018,2.0
60858,393,5349,5.0
67113,434,541,5.0
95938,601,80549,4.0
69719,448,49278,3.0
42891,288,4226,4.5
59351,387,930,4.5
90951,590,3624,3.0
44407,295,1193,5.0
93195,599,1687,1.0
